Date,BRL Curncy,CLP Curncy,COP Curncy,MXN Curncy,ZAR Curncy
2009-05-24,2.0269,560.35,2205.98,13.1897,8.2802
2009-05-31,1.9702,561.9,2137.15,13.1506,7.9386
2009-06-07,1.9615,566.58,2064.0,13.2965,8.058
2009-06-14,1.926,562.85,2015.17,13.4038,8.0178
2009-06-21,1.9753,535.75,2115.75,13.3604,8.0995
2009-06-28,1.9363,530.19,2145.05,13.2076,7.8926
2009-07-05,1.9534,538.85,2089.15,13.2308,7.9228
2009-07-12,1.9958,548.6,2103.35,13.6879,8.2371
2009-07-19,1.9261,532.45,2006.18,13.3382,8.0519
2009-07-26,1.8958,538.55,1983.78,13.2018,7.7495
2009-08-02,1.8651,540.73,2036.6,13.1917,7.761
2009-08-09,1.8203,543.0,2010.0,12.954,7.9885
2009-08-16,1.8484,551.73,2016.55,12.8465,8.0875
2009-08-23,1.8299,545.75,2000.95,12.833,7.81
2009-08-30,1.8812,550.65,2038.73,13.2478,7.7528
2009-09-06,1.8442,550.95,2020.98,13.3631,7.6028
2009-09-13,1.8306,551.65,1995.85,13.3372,7.441
2009-09-20,1.8082,544.97,1950.3,13.2758,7.4233
2009-09-27,1.7901,545.86,1924.45,13.5625,7.4113
2009-10-04,1.782,553.9,1920.23,13.64,7.6375
2009-10-11,1.741,554.5,1846.43,13.307,7.4035
2009-10-18,1.71,547.75,1842.75,13.111,7.35
2009-10-25,1.7173,532.5,1917.95,13.0889,7.4625
2009-11-01,1.7612,530.77,1996.14,13.1977,7.815
2009-11-08,1.7202,521.55,1984.55,13.4098,7.5358
2009-11-15,1.7225,502.0,1967.65,13.0406,7.4185
2009-11-22,1.7314,501.39,1970.85,13.0676,7.6117
2009-11-29,1.7408,493.25,1993.63,12.9291,7.4045
2009-12-06,1.7315,502.43,2007.98,12.6653,7.4245
2009-12-13,1.7585,497.65,1995.41,12.8873,7.5192
2009-12-20,1.7802,504.05,2027.7,12.8509,7.5646
2009-12-27,1.763,506.4,2042.15,12.885,7.5315
2010-01-03,1.7445,507.45,2043.79,13.1013,7.3903
2010-01-10,1.7264,493.45,1966.75,12.697,7.3539
2010-01-17,1.7723,489.0,1969.63,12.6968,7.3986
2010-01-24,1.8247,505.85,1968.9,12.9745,7.6359
2010-01-31,1.895,524.75,1981.9,13.095,7.6263
2010-02-07,1.8793,538.55,2007.94,13.1409,7.7872
2010-02-14,1.8544,528.65,1935.23,12.9406,7.6938
2010-02-21,1.8027,531.75,1921.73,12.7977,7.662
2010-02-28,1.8076,524.55,1926.56,12.772,7.7154
2010-03-07,1.7782,508.83,1896.5,12.6308,7.4073
2010-03-14,1.7624,517.75,1899.65,12.5322,7.3944
2010-03-21,1.8017,529.05,1907.25,12.5854,7.3351
2010-03-28,1.819,534.2,1937.18,12.4962,7.4309
2010-04-04,1.7646,521.8,1917.6,12.3026,7.2463
2010-04-11,1.764,516.09,1928.75,12.1871,7.254
2010-04-18,1.7582,523.5,1946.9,12.2756,7.39
2010-04-25,1.7565,521.05,1951.05,12.1795,7.4184
2010-05-02,1.7394,518.85,1956.75,12.3109,7.389
2010-05-09,1.838,533.05,2024.0,12.8702,7.6597
2010-05-16,1.7993,535.75,1980.05,12.5899,7.5488
2010-05-23,1.8534,543.5,1991.28,12.9491,7.8549
2010-05-30,1.8171,529.75,1971.93,12.9604,7.6325
2010-06-06,1.8654,541.35,1966.15,12.9561,7.7923
2010-06-13,1.8107,537.25,1924.56,12.6548,7.685
2010-06-20,1.7721,534.9,1909.6,12.51,7.4805
2010-06-27,1.7802,537.25,1899.6,12.6491,7.625
2010-07-04,1.7721,537.15,1888.6,13.0828,7.7364
2010-07-11,1.7554,539.25,1873.55,12.7693,7.5988
2010-07-18,1.7821,530.05,1877.85,12.9351,7.6105
2010-07-25,1.7738,520.28,1868.25,12.7317,7.4345
2010-08-01,1.7549,521.25,1843.5,12.6453,7.2972
2010-08-08,1.7609,514.23,1816.1,12.6925,7.225
2010-08-15,1.772,509.63,1836.95,12.7278,7.307
2010-08-22,1.7562,504.5,1820.0,12.7652,7.3175
2010-08-29,1.7501,499.95,1817.48,13.0097,7.3102
2010-09-05,1.7328,495.78,1808.7,12.9335,7.1953
2010-09-12,1.7222,496.95,1798.85,12.9269,7.1913
2010-09-19,1.7213,498.5,1799.15,12.7994,7.1407
2010-09-26,1.7109,486.65,1802.2,12.5397,7.019
2010-10-03,1.6897,480.85,1797.6,12.5253,6.9309
2010-10-10,1.6661,482.08,1786.8,12.4142,6.84
2010-10-17,1.6651,479.26,1808.63,12.4343,6.8413
2010-10-24,1.7057,487.35,1828.65,12.3372,6.9385
2010-10-31,1.6991,489.15,1838.75,12.345,6.999
2010-11-07,1.6799,477.6,1820.7,12.2024,6.7749
2010-11-14,1.7222,481.45,1867.33,12.3434,6.965
2010-11-21,1.7156,480.2,1876.85,12.2603,7.0021
2010-11-28,1.7279,482.95,1908.45,12.4888,7.153
2010-12-05,1.687,480.15,1883.3,12.3369,6.876
2010-12-12,1.707,476.15,1881.85,12.4523,6.8655
2010-12-19,1.7143,472.05,1919.0,12.4035,6.88
2010-12-26,1.6909,469.95,1939.2,12.3648,6.738
2011-01-02,1.6613,468.0,1907.7,12.3401,6.6291
2011-01-09,1.684,497.63,1864.75,12.2323,6.8045
2011-01-16,1.6851,489.55,1871.75,12.0473,6.9351
2011-01-23,1.6777,493.15,1842.25,12.0642,7.0568
2011-01-30,1.683,484.35,1862.2,12.2062,7.18
2011-02-06,1.6737,479.1,1871.5,11.9863,7.2531
2011-02-13,1.6657,472.81,1886.0,12.0305,7.2788
2011-02-20,1.6621,468.73,1877.1,12.0331,7.142
2011-02-27,1.663,474.8,1907.15,12.1265,7.0245
2011-03-06,1.6546,474.05,1894.4,12.0075,6.8765
2011-03-13,1.6649,478.95,1869.88,11.9075,6.8798
2011-03-20,1.6655,481.35,1874.01,12.0527,6.9972
2011-03-27,1.662,478.97,1870.73,11.9922,6.8491
2011-04-03,1.607,475.85,1849.19,11.8385,6.6978
2011-04-10,1.5689,469.91,1817.55,11.7305,6.637
2011-04-17,1.5762,471.05,1798.43,11.6631,6.7981
2011-04-24,1.5663,467.24,1782.5,11.6048,6.7197
2011-05-01,1.5754,460.45,1767.0,11.4959,6.5686
2011-05-08,1.6149,467.97,1768.9,11.637,6.7051
2011-05-15,1.6362,467.56,1807.71,11.7278,7.0206
2011-05-22,1.6228,466.8,1815.28,11.6473,6.9147
2011-05-29,1.5945,466.9,1807.64,11.6035,6.929
2011-06-05,1.5763,467.85,1783.5,11.6638,6.7137
2011-06-12,1.597,467.67,1777.45,11.9065,6.8063
2011-06-19,1.5978,472.1,1791.8,11.9023,6.7619
2011-06-26,1.6046,473.9,1793.25,11.9001,6.9005
2011-07-03,1.556,465.28,1762.3,11.6071,6.7308
2011-07-10,1.5625,462.84,1760.23,11.6256,6.7085
2011-07-17,1.5745,462.52,1758.06,11.742,6.8846
2011-07-24,1.552,461.57,1756.4,11.6366,6.774
2011-07-31,1.5493,457.79,1778.38,11.7354,6.691
2011-08-07,1.5761,465.17,1789.75,11.9914,6.9246
2011-08-14,1.6117,470.73,1785.7,12.3087,7.181
2011-08-21,1.5996,468.39,1782.9,12.298,7.1872
2011-08-28,1.6033,466.06,1794.5,12.4549,7.1476
2011-09-04,1.641,460.06,1783.0,12.4079,7.0601
2011-09-11,1.6741,469.45,1798.8,12.6919,7.2845
2011-09-18,1.7331,480.38,1821.41,13.0464,7.4915
2011-09-25,1.8339,517.36,1903.94,13.56,8.1198
2011-10-02,1.8793,519.75,1931.98,13.8973,8.0967
2011-10-09,1.7715,518.5,1934.8,13.4598,8.0018
2011-10-16,1.7328,499.76,1886.1,13.243,7.832
2011-10-23,1.7755,513.15,1892.32,13.6752,8.0408
2011-10-30,1.6721,491.15,1861.6,12.9989,7.7259
2011-11-06,1.7517,496.59,1911.5,13.4901,7.9047
2011-11-13,1.7435,497.97,1911.0,13.5395,7.9365
2011-11-20,1.7865,510.89,1914.42,13.7267,8.1975
2011-11-27,1.8917,527.1,1956.68,14.2305,8.5427
2011-12-04,1.7907,514.45,1940.57,13.6363,8.0437
2011-12-11,1.7981,509.95,1925.5,13.5744,8.0959
2011-12-18,1.8513,517.6,1940.97,13.8775,8.399
2011-12-25,1.8571,520.1,1920.16,13.845,8.1621
2012-01-01,1.8668,519.55,1938.5,13.9357,8.09
2012-01-08,1.8566,510.93,1880.35,13.7391,8.1756
2012-01-15,1.7863,503.46,1841.05,13.5985,8.1299
2012-01-22,1.7552,492.25,1823.9,13.1813,7.9516
2012-01-29,1.737,484.55,1807.03,12.9169,7.7559
2012-02-05,1.7179,478.86,1784.5,12.6596,7.5218
2012-02-12,1.7224,478.8,1784.15,12.8021,7.7493
2012-02-19,1.7139,484.54,1778.5,12.7593,7.7418
2012-02-26,1.71,480.41,1775.75,12.9041,7.5986
2012-03-04,1.7304,483.85,1774.0,12.7599,7.5208
2012-03-11,1.7912,483.21,1762.35,12.6425,7.5692
2012-03-18,1.7998,482.55,1759.7,12.6692,7.5577
2012-03-25,1.8102,489.05,1760.27,12.7474,7.6806
2012-04-01,1.8268,488.35,1788.75,12.8107,7.673
2012-04-08,1.8228,484.2,1773.51,12.9842,7.8834
2012-04-15,1.8386,484.95,1775.5,13.1775,7.9491
2012-04-22,1.8724,486.25,1771.1,13.101,7.8123
2012-04-29,1.8878,483.35,1764.4,12.9678,7.7445
2012-05-06,1.9276,483.24,1758.7,13.168,7.831
2012-05-13,1.9665,487.0,1762.85,13.5745,8.097
2012-05-20,2.0238,506.11,1822.9,13.8158,8.3381
2012-05-27,1.9874,509.56,1832.7,14.0288,8.4058
2012-06-03,2.0401,518.49,1830.63,14.3129,8.5753
2012-06-10,2.0237,502.2,1776.75,13.9212,8.3876
2012-06-17,2.0509,499.95,1783.9,13.92,8.3547
2012-06-24,2.0665,503.17,1791.03,13.8624,8.3998
2012-07-01,2.0094,501.07,1783.76,13.3608,8.1642
2012-07-08,2.0282,498.45,1784.55,13.3909,8.2591
2012-07-15,2.0371,490.65,1775.97,13.2904,8.2656
2012-07-22,2.0242,489.03,1780.0,13.362,8.2868
2012-07-29,2.0216,483.8,1791.56,13.2393,8.157
2012-08-05,2.0284,481.15,1786.88,13.1349,8.1489
2012-08-12,2.0157,479.1,1790.52,13.0833,8.0916
2012-08-19,2.0155,483.27,1819.77,13.1225,8.3172
2012-08-26,2.0266,481.04,1814.55,13.1731,8.4003
2012-09-02,2.0308,480.58,1825.2,13.191,8.4
2012-09-09,2.029,475.82,1800.09,12.9808,8.1709
2012-09-16,2.0121,470.5,1793.78,12.7149,8.2059
2012-09-23,2.0231,473.35,1798.35,12.8585,8.278
2012-09-30,2.0264,474.7,1800.53,12.8585,8.3146
2012-10-07,2.0306,473.45,1795.9,12.7948,8.7793
2012-10-14,2.0426,472.34,1797.5,12.8682,8.7295
2012-10-21,2.0273,474.75,1798.6,12.8853,8.6614
2012-10-28,2.027,480.58,1828.03,12.9897,8.6431
2012-11-04,2.0314,480.9,1826.4,13.0367,8.77
2012-11-11,2.0462,479.7,1815.35,13.2003,8.7105
2012-11-18,2.0851,484.79,1824.05,13.1322,8.8709
2012-11-25,2.0815,478.77,1823.8,12.9647,8.877
2012-12-02,2.136,480.87,1814.83,12.9667,8.9088
2012-12-09,2.0751,476.99,1796.66,12.8505,8.6556
2012-12-16,2.086,473.98,1796.4,12.7423,8.6167
2012-12-23,2.0791,478.11,1776.85,12.9268,8.5923
2012-12-30,2.0475,479.47,1760.75,13.0245,8.4797
2013-01-06,2.0325,473.25,1771.0,12.7417,8.5619
2013-01-13,2.0339,472.02,1763.58,12.6551,8.72
2013-01-20,2.0414,471.55,1769.33,12.6621,8.8805
2013-01-27,2.03,471.84,1779.9,12.7063,8.9446
2013-02-03,1.988,471.46,1776.18,12.6062,8.8398
2013-02-10,1.9727,472.34,1788.75,12.7239,8.8821
2013-02-17,1.9688,471.2,1787.05,12.6899,8.855
2013-02-24,1.9727,473.55,1798.99,12.7037,8.865
2013-03-03,1.9797,474.15,1812.75,12.7584,9.0642
2013-03-10,1.9442,471.55,1801.5,12.6279,9.0896
2013-03-17,1.9831,471.73,1806.2,12.4342,9.1843
2013-03-24,2.0094,472.71,1828.4,12.3511,9.3005
2013-03-31,2.0217,472.15,1825.0,12.3312,9.2362
2013-04-07,1.9853,468.95,1819.73,12.1752,9.0974
2013-04-14,1.9695,470.34,1826.1,12.0759,8.9434
2013-04-21,2.0111,476.92,1837.08,12.262,9.2256
2013-04-28,1.9988,472.95,1834.44,12.1444,9.1019
2013-05-05,2.0089,469.93,1834.38,12.073,8.9097
2013-05-12,2.0204,473.88,1833.98,12.0849,9.1219
2013-05-19,2.0352,481.12,1841.79,12.3473,9.4038
2013-05-26,2.0515,488.38,1878.75,12.541,9.5762
2013-06-02,2.1411,500.82,1902.48,12.8089,10.0915
2013-06-09,2.1319,501.62,1892.0,12.765,9.9633
2013-06-16,2.1516,492.55,1882.12,12.7128,9.9452
2013-06-23,2.2422,511.67,1937.3,13.305,10.1623
2013-06-30,2.2317,508.42,1922.77,12.9308,9.8806
2013-07-07,2.2524,508.07,1928.34,13.0762,10.2042
2013-07-14,2.2672,504.53,1904.82,12.8168,9.9837
2013-07-21,2.2471,503.22,1882.37,12.5325,9.8741
2013-07-28,2.2562,507.61,1885.36,12.6675,9.7704
2013-08-04,2.2874,512.19,1889.1,12.6625,9.8355
2013-08-11,2.2718,506.91,1872.9,12.6174,9.8186
2013-08-18,2.3925,512.74,1911.72,12.911,10.0916
2013-08-25,2.3488,510.29,1916.98,12.9573,10.2438
2013-09-01,2.3855,510.2,1932.95,13.38,10.2799
2013-09-08,2.3066,507.1,1950.23,13.167,10.0155
2013-09-15,2.2802,505.77,1923.3,13.0423,9.9302
2013-09-22,2.2105,496.19,1896.26,12.8577,9.8881
2013-09-29,2.2523,503.34,1910.8,13.1407,10.0886
2013-10-06,2.2117,499.22,1886.8,13.0848,9.9867
2013-10-13,2.1761,497.98,1880.7,12.9925,9.8941
2013-10-20,2.17,496.87,1881.32,12.8575,9.7884
2013-10-27,2.1872,505.73,1882.55,12.8812,9.827
2013-11-03,2.2538,515.8,1903.53,13.0599,10.1898
2013-11-10,2.3133,519.2,1922.97,13.1681,10.3377
2013-11-17,2.3143,521.1,1917.43,12.9346,10.1605
2013-11-24,2.2794,519.72,1928.95,12.968,10.0695
2013-12-01,2.336,532.27,1931.49,13.1093,10.1742
2013-12-08,2.332,525.99,1932.35,12.9318,10.3194
2013-12-15,2.3301,529.89,1931.85,12.883,10.292
2013-12-22,2.3874,529.85,1933.5,12.9785,10.3558
2013-12-29,2.3383,524.35,1929.5,13.0563,10.5304
2014-01-05,2.3765,529.53,1937.85,13.1075,10.76
2014-01-12,2.3584,529.33,1924.91,12.9676,10.6435
2014-01-19,2.3425,539.46,1964.59,13.2459,10.866
2014-01-26,2.3975,550.6,1994.0,13.46,11.0886
2014-02-02,2.4128,555.8,2015.93,13.3573,11.1206
2014-02-09,2.3792,554.14,2047.54,13.2822,11.0644
2014-02-16,2.3889,547.25,2017.01,13.2416,10.8609
2014-02-23,2.3457,554.76,2044.33,13.2648,10.9296
2014-03-02,2.3443,558.75,2046.33,13.2492,10.7551
2014-03-09,2.3409,566.07,2036.63,13.1872,10.7295
2014-03-16,2.3467,571.79,2041.6,13.2107,10.6711
2014-03-23,2.3251,562.08,1994.51,13.2313,10.8898
2014-03-30,2.2612,550.16,1964.85,13.073,10.5765
2014-04-06,2.2358,555.54,1950.86,13.0039,10.5625
2014-04-13,2.2187,549.13,1927.72,13.0425,10.49
2014-04-20,2.2367,557.36,1929.83,13.0525,10.505
2014-04-27,2.2436,560.43,1942.61,13.1337,10.6685
2014-05-04,2.2214,562.7,1925.88,13.0151,10.4796
2014-05-11,2.2128,554.99,1903.6,12.948,10.3481
2014-05-18,2.2148,550.93,1924.93,12.9028,10.3552
2014-05-25,2.2233,553.86,1910.03,12.8562,10.2993
2014-06-01,2.2415,549.84,1897.1,12.858,10.5723
2014-06-08,2.2473,549.69,1882.96,12.9292,10.5875
2014-06-15,2.2243,556.69,1881.6,13.0151,10.6777
2014-06-22,2.23,556.1,1882.6,12.9909,10.6507
2014-06-29,2.1938,551.66,1880.15,12.9625,10.588
2014-07-06,2.2138,549.37,1846.5,12.9741,10.7571
2014-07-13,2.221,554.38,1857.45,12.9954,10.7055
2014-07-20,2.2262,567.7,1869.13,12.9476,10.6476
2014-07-27,2.2298,563.06,1850.0,12.9462,10.5125
2014-08-03,2.2577,573.64,1875.88,13.1823,10.6784
2014-08-10,2.2833,575.9,1889.6,13.2487,10.6594
2014-08-17,2.2601,577.19,1884.38,13.0742,10.5919
2014-08-24,2.2775,583.02,1924.21,13.137,10.6908
2014-08-31,2.2359,587.48,1920.58,13.0847,10.6666
2014-09-07,2.2418,586.4,1934.92,13.0327,10.6931
2014-09-14,2.339,592.33,1997.03,13.2587,11.023
2014-09-21,2.3682,596.2,1971.8,13.2104,11.0798
2014-09-28,2.4201,598.6,2017.7,13.4467,11.2285
2014-10-05,2.4584,597.65,2027.42,13.4885,11.3444
2014-10-12,2.4291,592.15,2049.19,13.4802,11.12
2014-10-19,2.4354,586.52,2063.9,13.5237,11.0805
2014-10-26,2.4739,584.3,2065.6,13.5596,10.9303
2014-11-02,2.4778,578.06,2057.6,13.4813,11.0395
2014-11-09,2.5587,587.85,2098.92,13.541,11.2705
2014-11-16,2.6017,594.9,2157.81,13.5346,11.0835
2014-11-23,2.5158,594.53,2146.45,13.6175,10.9458
2014-11-30,2.5654,608.25,2217.05,13.9293,11.0629
2014-12-07,2.5885,611.88,2317.6,14.3591,11.3519
2014-12-14,2.6541,618.78,2405.44,14.7624,11.5916
2014-12-21,2.6595,611.3,2296.15,14.5977,11.5827
2014-12-28,2.6692,607.95,2367.35,14.7158,11.5973
2015-01-04,2.6942,613.41,2374.0,14.8384,11.6832
2015-01-11,2.6329,614.75,2416.97,14.603,11.4947
2015-01-18,2.6223,628.1,2368.0,14.5582,11.55
2015-01-25,2.5802,625.6,2389.5,14.6572,11.4047
2015-02-01,2.6829,634.76,2440.31,14.977,11.6476
2015-02-08,2.7819,626.9,2381.45,14.8484,11.5039
2015-02-15,2.8347,618.59,2384.6,14.8852,11.666
2015-02-22,2.8695,616.01,2458.24,15.0313,11.6426
2015-03-01,2.8412,617.65,2499.59,14.9499,11.6585
2015-03-08,3.064,627.6,2584.69,15.4986,12.0438
2015-03-15,3.2487,639.22,2669.65,15.4877,12.4792
2015-03-22,3.2308,633.0,2572.61,15.0562,12.0189
2015-03-29,3.2497,623.06,2557.67,15.2373,12.0438
2015-04-05,3.1229,615.3,2566.0,14.8272,11.7997
2015-04-12,3.0754,620.23,2508.65,15.2263,11.9962
2015-04-19,3.0408,612.79,2499.73,15.3356,12.0675
2015-04-26,2.9513,612.9,2453.6,15.382,12.1222
2015-05-03,3.0145,611.79,2391.5,15.542,12.0658
2015-05-10,2.9746,604.6,2355.02,15.1208,11.9183
2015-05-17,2.9969,595.79,2414.5,15.0077,11.7974
2015-05-24,3.0942,608.48,2491.31,15.266,11.8919
2015-05-31,3.1787,617.95,2532.27,15.378,12.1525
2015-06-07,3.1424,636.8,2623.18,15.7115,12.5792
2015-06-14,3.1197,632.38,2526.56,15.4032,12.3793
2015-06-21,3.0978,632.7,2553.4,15.3486,12.1636
2015-06-28,3.1293,635.01,2584.09,15.5582,12.2014
2015-07-05,3.1343,636.44,2637.02,15.7302,12.3166
2015-07-12,3.1602,646.75,2673.2,15.7137,12.4503
2015-07-19,3.1881,645.9,2760.95,15.9266,12.36
2015-07-26,3.3551,661.06,2852.76,16.2669,12.6686
2015-08-02,3.4214,671.88,2880.38,16.1088,12.6808
2015-08-09,3.5072,677.28,2937.5,16.1575,12.6263
2015-08-16,3.4827,684.34,2993.2,16.3747,12.8248
2015-08-23,3.4998,698.0,3107.65,16.9871,12.9695
2015-08-30,3.5815,692.56,3075.72,16.75,13.3016
2015-09-06,3.8434,692.35,3126.3,16.9398,13.8542
2015-09-13,3.8708,688.11,3043.0,16.8387,13.5534
2015-09-20,3.9454,680.25,2984.5,16.6523,13.3284
2015-09-27,3.9755,701.51,3073.83,16.972,13.9152
2015-10-04,3.933,689.31,3019.41,16.7588,13.7316
2015-10-11,3.7633,678.0,2869.11,16.432,13.3512
2015-10-18,3.9236,674.98,2883.53,16.426,13.0851
2015-10-25,3.8763,686.76,2915.6,16.5919,13.6412
2015-11-01,3.8558,691.41,2896.6,16.5021,13.8224
2015-11-08,3.7688,699.56,2891.48,16.8075,14.1639
2015-11-15,3.8494,704.24,3075.27,16.6833,14.3862
2015-11-22,3.7058,710.5,3063.0,16.5384,13.9611
2015-11-29,3.8466,711.49,3105.93,16.6268,14.4066
2015-12-06,3.7525,702.67,3201.91,16.6552,14.3747
2015-12-13,3.8728,708.9,3331.0,17.3925,15.8952
2015-12-20,3.9831,698.75,3329.45,17.1383,15.0928
2015-12-27,3.9443,700.03,3186.3,17.2394,15.2288
2016-01-03,3.9608,708.6,3174.5,17.2626,15.5575
2016-01-10,4.0248,727.76,3267.05,17.9354,16.3039
2016-01-17,4.049,731.18,3301.59,18.2648,16.7853
2016-01-24,4.0938,715.69,3308.6,18.4422,16.4684
2016-01-31,3.9992,711.6,3284.99,18.1065,15.8907
2016-02-07,3.9039,704.75,3333.49,18.4396,16.0268
2016-02-14,4.003,705.88,3382.94,18.9083,15.8822
2016-02-21,4.022,699.98,3356.25,18.2208,15.3981
2016-02-28,4.0,691.7,3342.05,18.2747,16.1679
2016-03-06,3.7529,680.17,3157.11,17.7746,15.3447
2016-03-13,3.5856,683.19,3150.95,17.6987,15.2245
2016-03-20,3.6242,675.66,3073.0,17.3934,15.2645
2016-03-27,3.6786,680.8,3073.19,17.5386,15.4551
2016-04-03,3.5538,669.16,3037.1,17.3391,14.701
2016-04-10,3.5904,683.01,3090.01,17.7763,14.9799
2016-04-17,3.5321,666.77,2997.21,17.5529,14.5545
2016-04-24,3.5663,668.6,2947.2,17.4747,14.3973
2016-05-01,3.4358,660.45,2849.97,17.177,14.2302
2016-05-08,3.5019,664.78,2957.96,17.868,14.8839
2016-05-15,3.5335,690.69,2992.48,18.1705,15.4038
2016-05-22,3.5212,691.17,3052.0,18.3465,15.6329
2016-05-29,3.6115,685.65,3071.1,18.4751,15.7283
2016-06-05,3.5273,683.46,3019.43,18.5919,15.0931
2016-06-12,3.4196,683.5,2971.0,18.6328,15.2304
2016-06-19,3.416,684.11,3009.85,18.8375,15.1497
2016-06-26,3.3748,679.51,2972.01,18.9278,15.0823
2016-07-03,3.2364,661.14,2932.91,18.3605,14.5606
2016-07-10,3.3,659.79,2933.33,18.505,14.5379
2016-07-17,3.2802,652.3,2923.35,18.6048,14.5736
2016-07-24,3.2565,650.46,2950.65,18.5463,14.2924
2016-07-31,3.2489,655.7,3071.3,18.7527,13.8787
2016-08-07,3.1655,656.82,3038.0,18.7542,13.727
2016-08-14,3.1922,649.45,2930.45,18.2602,13.4764
2016-08-21,3.205,660.37,2857.79,18.22,13.5163
2016-08-28,3.2657,668.2,2890.82,18.5925,14.3694
2016-09-04,3.2569,671.7,2936.51,18.5783,14.4932
2016-09-11,3.2741,670.51,2919.28,18.8986,14.4158
2016-09-18,3.2629,674.99,2958.0,19.6106,14.182
2016-09-25,3.244,661.06,2917.0,19.7893,13.7176
2016-10-02,3.2624,657.33,2882.06,19.3852,13.7225
2016-10-09,3.2212,669.73,2927.14,19.3009,13.872
2016-10-16,3.2062,670.46,2922.08,19.0079,14.3182
2016-10-23,3.1563,666.28,2933.17,18.5946,13.9849
2016-10-30,3.2006,649.19,2988.38,18.9844,13.8352
2016-11-06,3.2362,657.46,3060.5,19.0266,13.5823
2016-11-13,3.4023,669.35,3044.48,20.8492,14.3352
2016-11-20,3.3818,678.64,3182.2,20.6435,14.4222
2016-11-27,3.4141,679.66,3173.0,20.6538,14.11
2016-12-04,3.4769,671.02,3088.4,20.6281,13.8021
2016-12-11,3.3802,651.54,3006.21,20.3894,13.796
2016-12-18,3.3879,673.57,3007.98,20.4395,14.0325
2016-12-25,3.2703,674.1,3000.43,20.6095,13.998
2017-01-01,3.2552,670.4,3002.0,20.7272,13.7401
2017-01-08,3.2226,668.07,2923.26,21.2217,13.7596
2017-01-15,3.2176,659.08,2947.25,21.4765,13.5157
2017-01-22,3.1743,656.99,2920.63,21.5877,13.5986
2017-01-29,3.1409,651.0,2932.5,20.8863,13.4737
2017-02-05,3.123,638.82,2851.94,20.3631,13.2667
2017-02-12,3.1151,639.85,2853.98,20.3461,13.3365
2017-02-19,3.0978,644.82,2891.56,20.4292,13.0382
2017-02-26,3.1104,646.19,2890.09,19.9115,12.9518
2017-03-05,3.1155,657.8,2981.66,19.51,13.0275
2017-03-12,3.1419,664.0,2983.5,19.6086,13.1786
2017-03-19,3.0916,662.28,2913.56,19.0772,12.7271
2017-03-26,3.108,660.48,2897.71,18.7579,12.4334
2017-04-02,3.122,660.17,2873.98,18.7249,13.4136
2017-04-09,3.1464,655.66,2862.73,18.6662,13.759
2017-04-16,3.1442,649.7,2866.7,18.521,13.4377
2017-04-23,3.1473,652.46,2878.36,18.8112,13.1166
2017-04-30,3.1768,667.35,2943.0,18.8206,13.3701
2017-05-07,3.1775,672.11,2949.26,18.988,13.418
2017-05-14,3.1224,671.35,2918.33,18.8206,13.3638
2017-05-21,3.2543,669.23,2885.21,18.7276,13.2312
2017-05-28,3.2602,672.1,2910.93,18.5157,12.8819
2017-06-04,3.2457,669.54,2895.62,18.6812,12.8157
2017-06-11,3.2968,663.49,2917.29,18.1721,12.9457
2017-06-18,3.2919,664.34,2974.82,17.9129,12.814
2017-06-25,3.3427,661.46,3023.5,18.0072,12.9297
2017-07-02,3.3082,663.9,3045.67,18.1203,13.0744
2017-07-09,3.2811,667.25,3088.37,18.0912,13.3842
2017-07-16,3.1796,657.41,3027.8,17.564,13.0357
2017-07-23,3.1433,651.27,3014.29,17.6542,12.9175
2017-07-30,3.1316,653.93,3000.72,17.7769,13.0261
2017-08-06,3.1318,650.29,2986.96,17.889,13.4487
2017-08-13,3.1937,646.8,2977.49,17.8321,13.4682
2017-08-20,3.1472,646.45,2987.69,17.7107,13.1582
2017-08-27,3.159,634.9,2926.31,17.6151,13.0224
2017-09-03,3.1404,624.34,2931.3,17.8139,12.9391
2017-09-10,3.0872,620.35,2907.0,17.7114,12.9291
2017-09-17,3.1104,625.53,2897.36,17.6607,13.1569
2017-09-24,3.125,624.34,2906.03,17.7454,13.2523
2017-10-01,3.1625,639.11,2937.65,18.2545,13.559
2017-10-08,3.1555,632.61,2939.67,18.5304,13.7477
2017-10-15,3.146,623.6,2934.61,18.9112,13.268
2017-10-22,3.1938,629.04,2937.38,18.9965,13.6444
2017-10-29,3.2356,635.65,3009.92,19.133,14.1034
2017-11-05,3.3138,634.51,3037.96,19.2032,14.224
2017-11-12,3.2837,630.92,3007.71,19.1017,14.3773
2017-11-19,3.2593,626.85,3001.5,18.9173,13.9981
2017-11-26,3.2322,634.23,2982.76,18.5575,14.1585
2017-12-03,3.2578,647.27,2998.58,18.6333,13.738
2017-12-10,3.2935,655.58,3010.96,18.9292,13.6672
2017-12-17,3.3024,636.21,2997.99,19.1175,13.0996
2017-12-24,3.3376,622.64,2960.72,19.7498,12.6212
2017-12-31,3.3125,615.43,2985.78,19.659,12.3828
2018-01-07,3.2293,605.78,2905.55,19.1793,12.312
2018-01-14,3.2054,603.18,2859.78,19.0371,12.3668
2018-01-21,3.1964,608.21,2851.13,18.6353,12.1962
2018-01-28,3.1478,601.68,2813.05,18.4901,11.8623
2018-02-04,3.2191,602.98,2841.84,18.5949,12.0876
2018-02-11,3.3011,603.76,2940.98,18.7006,11.9934
